date,year,month,day,rest stop,revenue
2023-08-18,2023,8,18,西湖,1050003
2023-08-19,2023,8,19,西湖,1542222
2023-08-20,2023,8,20,西湖,1653551
2023-08-21,2023,8,21,西湖,950501
2023-08-22,2023,8,22,西湖,771173
2023-08-23,2023,8,23,西湖,750872
2023-08-24,2023,8,24,西湖,763429
2023-08-25,2023,8,25,西湖,1179430
2023-08-26,2023,8,26,西湖,1666269
2023-08-27,2023,8,27,西湖,1732568
2023-08-28,2023,8,28,西湖,1215988
2023-08-29,2023,8,29,西湖,699093
2023-08-30,2023,8,30,西湖,523979
2023-08-31,2023,8,31,西湖,657472
2023-09-01,2023,9,1,西湖,849602
2023-09-02,2023,9,2,西湖,1274014
2023-09-03,2023,9,3,西湖,1037778
2023-09-04,2023,9,4,西湖,495554
2023-09-05,2023,9,5,西湖,586524
2023-09-06,2023,9,6,西湖,636602
2023-09-07,2023,9,7,西湖,587648
2023-09-08,2023,9,8,西湖,882897
2023-09-09,2023,9,9,西湖,1507575
2023-09-10,2023,9,10,西湖,1608349
2023-09-11,2023,9,11,西湖,720428
2023-09-12,2023,9,12,西湖,521966
2023-09-13,2023,9,13,西湖,530436
2023-09-14,2023,9,14,西湖,604221
2023-09-15,2023,9,15,西湖,875771
2023-09-16,2023,9,16,西湖,1490085
2023-09-17,2023,9,17,西湖,1631218
2023-09-18,2023,9,18,西湖,798040
2023-09-19,2023,9,19,西湖,673304
2023-09-20,2023,9,20,西湖,636065
2023-09-21,2023,9,21,西湖,676408
2023-09-22,2023,9,22,西湖,765185
2023-09-23,2023,9,23,西湖,1110969
2023-09-24,2023,9,24,西湖,1231713
2023-09-25,2023,9,25,西湖,1008308
2023-09-26,2023,9,26,西湖,644208
2023-09-27,2023,9,27,西湖,714635
2023-09-28,2023,9,28,西湖,1185365
2023-09-29,2023,9,29,西湖,2273303
2023-09-30,2023,9,30,西湖,1593563
2023-10-01,2023,10,1,西湖,2208741
2023-10-02,2023,10,2,西湖,897966
2023-10-03,2023,10,3,西湖,567612
2023-10-04,2023,10,4,西湖,491686
2023-10-05,2023,10,5,西湖,333807
2023-10-06,2023,10,6,西湖,1010789
2023-10-07,2023,10,7,西湖,1988935
2023-10-08,2023,10,8,西湖,1982328
2023-10-09,2023,10,9,西湖,2230280
2023-10-10,2023,10,10,西湖,1519385
2023-10-11,2023,10,11,西湖,685223
2023-10-12,2023,10,12,西湖,690441
2023-10-13,2023,10,13,西湖,766002
2023-10-14,2023,10,14,西湖,1281471
2023-10-15,2023,10,15,西湖,1258420
2023-10-16,2023,10,16,西湖,824419
2023-10-17,2023,10,17,西湖,584219
2023-10-18,2023,10,18,西湖,591118
2023-10-19,2023,10,19,西湖,667718
2023-10-20,2023,10,20,西湖,936887
2023-10-21,2023,10,21,西湖,1452498
2023-10-22,2023,10,22,西湖,1408734
2023-10-23,2023,10,23,西湖,831706
2023-10-24,2023,10,24,西湖,607271
2023-10-25,2023,10,25,西湖,607557
2023-10-26,2023,10,26,西湖,611742
2023-10-27,2023,10,27,西湖,836725
2023-10-28,2023,10,28,西湖,1355609
2023-10-29,2023,10,29,西湖,1375586
2023-10-30,2023,10,30,西湖,655261
2023-10-31,2023,10,31,西湖,921773
2023-11-01,2023,11,1,西湖,500944
2023-11-02,2023,11,2,西湖,596748
2023-11-03,2023,11,3,西湖,869895
2023-11-04,2023,11,4,西湖,1484359
2023-11-05,2023,11,5,西湖,1523593
2023-11-06,2023,11,6,西湖,764847
2023-11-07,2023,11,7,西湖,597514
2023-11-08,2023,11,8,西湖,568366
2023-11-09,2023,11,9,西湖,656421
2023-11-10,2023,11,10,西湖,937235
2023-11-11,2023,11,11,西湖,1649787
2023-11-12,2023,11,12,西湖,1831029
2023-11-13,2023,11,13,西湖,864927
2023-11-14,2023,11,14,西湖,616505
2023-11-15,2023,11,15,西湖,647951
2023-11-16,2023,11,16,西湖,681527
2023-11-17,2023,11,17,西湖,971231
2023-11-18,2023,11,18,西湖,1557533
2023-11-19,2023,11,19,西湖,1646991
2023-11-20,2023,11,20,西湖,827442
2023-11-21,2023,11,21,西湖,628364
2023-11-22,2023,11,22,西湖,612144
2023-11-23,2023,11,23,西湖,645503
2023-11-24,2023,11,24,西湖,952377
2023-11-25,2023,11,25,西湖,1507722
2023-11-26,2023,11,26,西湖,1668511
2023-11-27,2023,11,27,西湖,1088076
2023-11-28,2023,11,28,西湖,611518
2023-11-29,2023,11,29,西湖,571981
2023-11-30,2023,11,30,西湖,648323
2023-12-01,2023,12,1,西湖,975611
2023-12-02,2023,12,2,西湖,1488146
2023-12-03,2023,12,3,西湖,1576127
2023-12-04,2023,12,4,西湖,806600
2023-12-05,2023,12,5,西湖,589396
2023-12-06,2023,12,6,西湖,637887
2023-12-07,2023,12,7,西湖,646163
2023-12-08,2023,12,8,西湖,935795
2023-12-09,2023,12,9,西湖,1564626
2023-12-10,2023,12,10,西湖,1687059
2023-12-11,2023,12,11,西湖,896617
2023-12-12,2023,12,12,西湖,629708
2023-12-13,2023,12,13,西湖,405822
2023-12-14,2023,12,14,西湖,638146
2023-12-15,2023,12,15,西湖,1015483
2023-12-16,2023,12,16,西湖,1677118
2023-12-17,2023,12,17,西湖,1665941
2023-12-18,2023,12,18,西湖,813072
2023-12-19,2023,12,19,西湖,672346
2023-12-20,2023,12,20,西湖,621636
2023-12-21,2023,12,21,西湖,685068
2023-12-22,2023,12,22,西湖,874586
2023-12-23,2023,12,23,西湖,1470430
2023-12-24,2023,12,24,西湖,1596386
2023-12-25,2023,12,25,西湖,1125247
2023-12-26,2023,12,26,西湖,643103
2023-12-27,2023,12,27,西湖,586316
2023-12-28,2023,12,28,西湖,753255
2023-12-29,2023,12,29,西湖,1093881
2023-12-30,2023,12,30,西湖,2082103
2023-12-31,2023,12,31,西湖,1743470
2023-01-01,2023,1,1,清水,3267701
2023-01-02,2023,1,2,清水,3743355
2023-01-03,2023,1,3,清水,1224513
2023-01-04,2023,1,4,清水,928766
2023-01-05,2023,1,5,清水,995465
2023-01-06,2023,1,6,清水,1348224
2023-01-07,2023,1,7,清水,1848406
2023-01-08,2023,1,8,清水,2135467
2023-01-09,2023,1,9,清水,1434504
2023-01-10,2023,1,10,清水,1122586
2023-01-11,2023,1,11,清水,1253292
2023-01-12,2023,1,12,清水,1245895
2023-01-13,2023,1,13,清水,1714112
2023-01-14,2023,1,14,清水,2669288
2023-01-15,2023,1,15,清水,2763773
2023-01-16,2023,1,16,清水,1615194
2023-01-17,2023,1,17,清水,1459216
2023-01-18,2023,1,18,清水,1789640
2023-01-19,2023,1,19,清水,2898576
2023-01-20,2023,1,20,清水,4675645
2023-01-21,2023,1,21,清水,3772710
2023-01-22,2023,1,22,清水,6334063
2023-01-23,2023,1,23,清水,6772315
2023-01-24,2023,1,24,清水,6443448
2023-01-25,2023,1,25,清水,6751729
2023-01-26,2023,1,26,清水,6296326
2023-01-27,2023,1,27,清水,5598166
2023-01-28,2023,1,28,清水,4440988
2023-01-29,2023,1,29,清水,2980315
2023-01-30,2023,1,30,清水,2621855
2023-01-31,2023,1,31,清水,1911202
2023-02-01,2023,2,1,清水,1651389
2023-02-02,2023,2,2,清水,1703388
2023-02-03,2023,2,3,清水,1797347
2023-02-04,2023,2,4,清水,2481450
2023-02-05,2023,2,5,清水,2817184
2023-02-06,2023,2,6,清水,2028656
2023-02-07,2023,2,7,清水,1734758
2023-02-08,2023,2,8,清水,1756511
2023-02-09,2023,2,9,清水,1736960
2023-02-10,2023,2,10,清水,2247263
2023-02-11,2023,2,11,清水,3377742
2023-02-12,2023,2,12,清水,3670636
2023-02-13,2023,2,13,清水,1861966
2023-02-14,2023,2,14,清水,1237070
2023-02-15,2023,2,15,清水,1183948
2023-02-16,2023,2,16,清水,1177101
2023-02-17,2023,2,17,清水,1507096
2023-02-18,2023,2,18,清水,2233925
2023-02-19,2023,2,19,清水,2653752
2023-02-20,2023,2,20,清水,1440583
2023-02-21,2023,2,21,清水,1090697
2023-02-22,2023,2,22,清水,1134279
2023-02-23,2023,2,23,清水,1143419
2023-02-24,2023,2,24,清水,2051406
2023-02-25,2023,2,25,清水,4489168
2023-02-26,2023,2,26,清水,4326688
2023-02-27,2023,2,27,清水,4874896
2023-02-28,2023,2,28,清水,3840949
2023-03-01,2023,3,1,清水,1124598
2023-03-02,2023,3,2,清水,978154
2023-03-03,2023,3,3,清水,1395676
2023-03-04,2023,3,4,清水,2523212
2023-03-05,2023,3,5,清水,2910044
2023-03-06,2023,3,6,清水,1342339
2023-03-07,2023,3,7,清水,1075772
2023-03-08,2023,3,8,清水,1111366
2023-03-09,2023,3,9,清水,1082690
2023-03-10,2023,3,10,清水,1683502
2023-03-11,2023,3,11,清水,2832487
2023-03-12,2023,3,12,清水,3210606
2023-03-13,2023,3,13,清水,1706276
2023-03-14,2023,3,14,清水,1165641
2023-03-15,2023,3,15,清水,1267186
2023-03-16,2023,3,16,清水,1265251
2023-03-17,2023,3,17,清水,1868974
2023-03-18,2023,3,18,清水,3311993
2023-03-19,2023,3,19,清水,3543778
2023-03-20,2023,3,20,清水,1642192
2023-03-21,2023,3,21,清水,1157562
2023-03-22,2023,3,22,清水,1099184
2023-03-23,2023,3,23,清水,1124706
2023-03-24,2023,3,24,清水,1227235
2023-03-25,2023,3,25,清水,2508549
2023-03-26,2023,3,26,清水,3274606
2023-03-27,2023,3,27,清水,1729313
2023-03-28,2023,3,28,清水,1087299
2023-03-29,2023,3,29,清水,1181130
2023-03-30,2023,3,30,清水,1298958
2023-03-31,2023,3,31,清水,2314598
2023-04-01,2023,4,1,清水,4746713
2023-04-02,2023,4,2,清水,5029291
2023-04-03,2023,4,3,清水,4784925
2023-04-04,2023,4,4,清水,4594678
2023-04-05,2023,4,5,清水,3487221
2023-04-06,2023,4,6,清水,1593352
2023-04-07,2023,4,7,清水,1463975
2023-04-08,2023,4,8,清水,2246466
2023-04-09,2023,4,9,清水,2531203
2023-04-10,2023,4,10,清水,1554789
2023-04-11,2023,4,11,清水,1091265
2023-04-12,2023,4,12,清水,1124030
2023-04-13,2023,4,13,清水,1047346
2023-04-14,2023,4,14,清水,1455714
2023-04-15,2023,4,15,清水,2257037
2023-04-16,2023,4,16,清水,2551965
2023-04-17,2023,4,17,清水,1366566
2023-04-18,2023,4,18,清水,1105883
2023-04-19,2023,4,19,清水,1003724
2023-04-20,2023,4,20,清水,981042
2023-04-21,2023,4,21,清水,1567116
2023-04-22,2023,4,22,清水,2746184
2023-04-23,2023,4,23,清水,3013478
2023-04-24,2023,4,24,清水,1747227
2023-04-25,2023,4,25,清水,1341395
2023-04-26,2023,4,26,清水,1265722
2023-04-27,2023,4,27,清水,1216633
2023-04-28,2023,4,28,清水,1752545
2023-04-29,2023,4,29,清水,3061901
2023-04-30,2023,4,30,清水,3788197
2023-05-01,2023,5,1,清水,2626525
2023-05-02,2023,5,2,清水,1209009
2023-05-03,2023,5,3,清水,1053954
2023-05-04,2023,5,4,清水,1061307
2023-05-05,2023,5,5,清水,1551911
2023-05-06,2023,5,6,清水,2368993
2023-05-07,2023,5,7,清水,2755991
2023-05-08,2023,5,8,清水,1527034
2023-05-09,2023,5,9,清水,1163963
2023-05-10,2023,5,10,清水,1038459
2023-05-11,2023,5,11,清水,1172516
2023-05-12,2023,5,12,清水,1851449
2023-05-13,2023,5,13,清水,2680404
2023-05-14,2023,5,14,清水,2996535
2023-05-15,2023,5,15,清水,1385102
2023-05-16,2023,5,16,清水,1095163
2023-05-17,2023,5,17,清水,1008731
2023-05-18,2023,5,18,清水,1218762
2023-05-19,2023,5,19,清水,1680433
2023-05-20,2023,5,20,清水,2618131
2023-05-21,2023,5,21,清水,3131925
2023-05-22,2023,5,22,清水,1287625
2023-05-23,2023,5,23,清水,1062038
2023-05-24,2023,5,24,清水,996535
2023-05-25,2023,5,25,清水,1125762
2023-05-26,2023,5,26,清水,1686173
2023-05-27,2023,5,27,清水,2675347
2023-05-28,2023,5,28,清水,3016108
2023-05-29,2023,5,29,清水,1611339
2023-05-30,2023,5,30,清水,1029022
2023-05-31,2023,5,31,清水,1007418
2023-06-01,2023,6,1,清水,972798
2023-06-02,2023,6,2,清水,1492581
2023-06-03,2023,6,3,清水,2576515
2023-06-04,2023,6,4,清水,2811284
2023-06-05,2023,6,5,清水,1350289
2023-06-06,2023,6,6,清水,1052111
2023-06-07,2023,6,7,清水,1090044
2023-06-08,2023,6,8,清水,1229315
2023-06-09,2023,6,9,清水,1672769
2023-06-10,2023,6,10,清水,2620702
2023-06-11,2023,6,11,清水,2972657
2023-06-12,2023,6,12,清水,1616604
2023-06-13,2023,6,13,清水,1154159
2023-06-14,2023,6,14,清水,1091446
2023-06-15,2023,6,15,清水,1211379
2023-06-16,2023,6,16,清水,1434964
2023-06-17,2023,6,17,清水,2237685
2023-06-18,2023,6,18,清水,2661987
2023-06-19,2023,6,19,清水,1452410
2023-06-20,2023,6,20,清水,1325934
2023-06-21,2023,6,21,清水,2288530
2023-06-22,2023,6,22,清水,4159552
2023-06-23,2023,6,23,清水,3875171
2023-06-24,2023,6,24,清水,4550479
2023-06-25,2023,6,25,清水,3930963
2023-06-26,2023,6,26,清水,2057119
2023-06-27,2023,6,27,清水,1463165
2023-06-28,2023,6,28,清水,1363980
2023-06-29,2023,6,29,清水,1416464
2023-06-30,2023,6,30,清水,2119286
2023-07-01,2023,7,1,清水,2833416
2023-07-02,2023,7,2,清水,3195915
2023-07-03,2023,7,3,清水,1816490
2023-07-04,2023,7,4,清水,1453622
2023-07-05,2023,7,5,清水,1447789
2023-07-06,2023,7,6,清水,1561868
2023-07-07,2023,7,7,清水,2232341
2023-07-08,2023,7,8,清水,2863676
2023-07-09,2023,7,9,清水,3364606
2023-07-10,2023,7,10,清水,2167611
2023-07-11,2023,7,11,清水,1619843
2023-07-12,2023,7,12,清水,1465137
2023-07-13,2023,7,13,清水,1607552
2023-07-14,2023,7,14,清水,2287727
2023-07-15,2023,7,15,清水,3130105
2023-07-16,2023,7,16,清水,3694646
2023-07-17,2023,7,17,清水,1960416
2023-07-18,2023,7,18,清水,1580468
2023-07-19,2023,7,19,清水,1452815
2023-07-20,2023,7,20,清水,1546965
2023-07-21,2023,7,21,清水,2182204
2023-07-22,2023,7,22,清水,3107526
2023-07-23,2023,7,23,清水,3682657
2023-07-24,2023,7,24,清水,2099094
2023-07-25,2023,7,25,清水,1670885
2023-07-26,2023,7,26,清水,1205466
2023-07-27,2023,7,27,清水,935450
2023-07-28,2023,7,28,清水,1882086
2023-07-29,2023,7,29,清水,2683720
2023-07-30,2023,7,30,清水,3409863
2023-07-31,2023,7,31,清水,2387551
2023-08-01,2023,8,1,清水,1419571
2023-08-02,2023,8,2,清水,1342793
2023-08-03,2023,8,3,清水,1367924
2023-08-04,2023,8,4,清水,2109968
2023-08-05,2023,8,5,清水,3011820
2023-08-06,2023,8,6,清水,3497287
2023-08-07,2023,8,7,清水,1977935
2023-08-08,2023,8,8,清水,1512082
2023-08-09,2023,8,9,清水,1547395
2023-08-10,2023,8,10,清水,1569439
2023-08-11,2023,8,11,清水,2459768
2023-08-12,2023,8,12,清水,3609757
2023-08-13,2023,8,13,清水,4125534
2023-08-14,2023,8,14,清水,2575423
2023-08-15,2023,8,15,清水,1739002
2023-08-16,2023,8,16,清水,1419164
2023-08-17,2023,8,17,清水,1594958
2023-08-18,2023,8,18,清水,2117885
2023-08-19,2023,8,19,清水,3108879
2023-08-20,2023,8,20,清水,3701545
2023-08-21,2023,8,21,清水,2145553
2023-08-22,2023,8,22,清水,1562132
2023-08-23,2023,8,23,清水,1585329
2023-08-24,2023,8,24,清水,1638353
2023-08-25,2023,8,25,清水,2429700
2023-08-26,2023,8,26,清水,3218642
2023-08-27,2023,8,27,清水,3689853
2023-08-28,2023,8,28,清水,2351005
2023-08-29,2023,8,29,清水,1326848
2023-08-30,2023,8,30,清水,931138
2023-08-31,2023,8,31,清水,998346
2023-09-01,2023,9,1,清水,1328688
2023-09-02,2023,9,2,清水,2490769
2023-09-03,2023,9,3,清水,2296090
2023-09-04,2023,9,4,清水,635042
2023-09-05,2023,9,5,清水,991370
2023-09-06,2023,9,6,清水,1109728
2023-09-07,2023,9,7,清水,1110576
2023-09-08,2023,9,8,清水,1710669
2023-09-09,2023,9,9,清水,2821748
2023-09-10,2023,9,10,清水,3145429
2023-09-11,2023,9,11,清水,1324008
2023-09-12,2023,9,12,清水,989753
2023-09-13,2023,9,13,清水,970807
2023-09-14,2023,9,14,清水,989352
2023-09-15,2023,9,15,清水,1700043
2023-09-16,2023,9,16,清水,3052652
2023-09-17,2023,9,17,清水,3397611
2023-09-18,2023,9,18,清水,1358109
2023-09-19,2023,9,19,清水,1197226
2023-09-20,2023,9,20,清水,1225668
2023-09-21,2023,9,21,清水,1250765
2023-09-22,2023,9,22,清水,1464112
2023-09-23,2023,9,23,清水,2125273
2023-09-24,2023,9,24,清水,2848498
2023-09-25,2023,9,25,清水,1506133
2023-09-26,2023,9,26,清水,1306671
2023-09-27,2023,9,27,清水,1474631
2023-09-28,2023,9,28,清水,2274176
2023-09-29,2023,9,29,清水,4003944
2023-09-30,2023,9,30,清水,3016064
2023-10-01,2023,10,1,清水,4203201
2023-10-02,2023,10,2,清水,1475725
2023-10-03,2023,10,3,清水,1055831
2023-10-04,2023,10,4,清水,853414
2023-10-05,2023,10,5,清水,378746
2023-10-06,2023,10,6,清水,1782765
2023-10-07,2023,10,7,清水,3803724
2023-10-08,2023,10,8,清水,3957201
2023-10-09,2023,10,9,清水,4527314
2023-10-10,2023,10,10,清水,3323169
2023-10-11,2023,10,11,清水,1311463
2023-10-12,2023,10,12,清水,1151478
2023-10-13,2023,10,13,清水,1445588
2023-10-14,2023,10,14,清水,2480948
2023-10-15,2023,10,15,清水,2743170
2023-10-16,2023,10,16,清水,1297129
2023-10-17,2023,10,17,清水,1105277
2023-10-18,2023,10,18,清水,1048998
2023-10-19,2023,10,19,清水,1115910
2023-10-20,2023,10,20,清水,1713803
2023-10-21,2023,10,21,清水,2667551
2023-10-22,2023,10,22,清水,3135703
2023-10-23,2023,10,23,清水,1435763
2023-10-24,2023,10,24,清水,1088310
2023-10-25,2023,10,25,清水,1136029
2023-10-26,2023,10,26,清水,1111360
2023-10-27,2023,10,27,清水,1665452
2023-10-28,2023,10,28,清水,2571105
2023-10-29,2023,10,29,清水,2944603
2023-10-30,2023,10,30,清水,1675295
2023-10-31,2023,10,31,清水,1001204
2023-11-01,2023,11,1,清水,865247
2023-11-02,2023,11,2,清水,995592
2023-11-03,2023,11,3,清水,1462937
2023-11-04,2023,11,4,清水,2717455
2023-11-05,2023,11,5,清水,3316954
2023-11-06,2023,11,6,清水,1396032
2023-11-07,2023,11,7,清水,983196
2023-11-08,2023,11,8,清水,1048546
2023-11-09,2023,11,9,清水,1069208
2023-11-10,2023,11,10,清水,1781405
2023-11-11,2023,11,11,清水,3073228
2023-11-12,2023,11,12,清水,3564315
2023-11-13,2023,11,13,清水,1731834
2023-11-14,2023,11,14,清水,1185289
2023-11-15,2023,11,15,清水,1147373
2023-11-16,2023,11,16,清水,1191184
2023-11-17,2023,11,17,清水,1792207
2023-11-18,2023,11,18,清水,2822942
2023-11-19,2023,11,19,清水,3352490
2023-11-20,2023,11,20,清水,1484369
2023-11-21,2023,11,21,清水,1154012
2023-11-22,2023,11,22,清水,998752
2023-11-23,2023,11,23,清水,1088878
2023-11-24,2023,11,24,清水,1705445
2023-11-25,2023,11,25,清水,2748772
2023-11-26,2023,11,26,清水,3426436
2023-11-27,2023,11,27,清水,1590112
2023-11-28,2023,11,28,清水,1071561
2023-11-29,2023,11,29,清水,1084779
2023-11-30,2023,11,30,清水,1068470
2023-12-01,2023,12,1,清水,1665002
2023-12-02,2023,12,2,清水,2788200
2023-12-03,2023,12,3,清水,3279483
2023-12-04,2023,12,4,清水,1450941
2023-12-05,2023,12,5,清水,960826
2023-12-06,2023,12,6,清水,1096889
2023-12-07,2023,12,7,清水,1144631
2023-12-08,2023,12,8,清水,1761715
2023-12-09,2023,12,9,清水,2934001
2023-12-10,2023,12,10,清水,3415720
2023-12-11,2023,12,11,清水,1731879
2023-12-12,2023,12,12,清水,1168782
2023-12-13,2023,12,13,清水,1156370
2023-12-14,2023,12,14,清水,1172853
2023-12-15,2023,12,15,清水,2006874
2023-12-16,2023,12,16,清水,3185679
2023-12-17,2023,12,17,清水,3201312
2023-12-18,2023,12,18,清水,1653365
2023-12-19,2023,12,19,清水,1173603
2023-12-20,2023,12,20,清水,1175204
2023-12-21,2023,12,21,清水,1164556
2023-12-22,2023,12,22,清水,1689303
2023-12-23,2023,12,23,清水,2926217
2023-12-24,2023,12,24,清水,3434637
2023-12-25,2023,12,25,清水,1991057
2023-12-26,2023,12,26,清水,1196670
2023-12-27,2023,12,27,清水,1076587
2023-12-28,2023,12,28,清水,1286327
2023-12-29,2023,12,29,清水,2141740
2023-12-30,2023,12,30,清水,3556517
2023-12-31,2023,12,31,清水,3448484
2023-01-01,2023,1,1,南投,1429918
2023-01-02,2023,1,2,南投,1424314
2023-01-03,2023,1,3,南投,576348
2023-01-04,2023,1,4,南投,453545
2023-01-05,2023,1,5,南投,469029
2023-01-06,2023,1,6,南投,477011
2023-01-07,2023,1,7,南投,699495
2023-01-08,2023,1,8,南投,893993
2023-01-09,2023,1,9,南投,541161
2023-01-10,2023,1,10,南投,502413
2023-01-11,2023,1,11,南投,499938
2023-01-12,2023,1,12,南投,555769
2023-01-13,2023,1,13,南投,702467
2023-01-14,2023,1,14,南投,1092677
2023-01-15,2023,1,15,南投,1021931
2023-01-16,2023,1,16,南投,611745
2023-01-17,2023,1,17,南投,661690
2023-01-18,2023,1,18,南投,705755
2023-01-19,2023,1,19,南投,1085430
2023-01-20,2023,1,20,南投,1898774
2023-01-21,2023,1,21,南投,1536857
2023-01-22,2023,1,22,南投,2830920
2023-01-23,2023,1,23,南投,2981463
2023-01-24,2023,1,24,南投,3309180
2023-01-25,2023,1,25,南投,3065857
2023-01-26,2023,1,26,南投,2819825
2023-01-27,2023,1,27,南投,2362042
2023-01-28,2023,1,28,南投,1655529
2023-01-29,2023,1,29,南投,1162429
2023-01-30,2023,1,30,南投,940866
2023-01-31,2023,1,31,南投,763144
2023-02-01,2023,2,1,南投,647568
2023-02-02,2023,2,2,南投,635734
2023-02-03,2023,2,3,南投,729840
2023-02-04,2023,2,4,南投,1071165
2023-02-05,2023,2,5,南投,1126242
2023-02-06,2023,2,6,南投,778006
2023-02-07,2023,2,7,南投,764742
2023-02-08,2023,2,8,南投,711094
2023-02-09,2023,2,9,南投,713673
2023-02-10,2023,2,10,南投,849380
2023-02-11,2023,2,11,南投,1481194
2023-02-12,2023,2,12,南投,1595488
2023-02-13,2023,2,13,南投,628485
2023-02-14,2023,2,14,南投,597199
2023-02-15,2023,2,15,南投,586617
2023-02-16,2023,2,16,南投,527354
2023-02-17,2023,2,17,南投,658667
2023-02-18,2023,2,18,南投,935880
2023-02-19,2023,2,19,南投,1207102
2023-02-20,2023,2,20,南投,568516
2023-02-21,2023,2,21,南投,553859
2023-02-22,2023,2,22,南投,503976
2023-02-23,2023,2,23,南投,829616
2023-02-24,2023,2,24,南投,832763
2023-02-25,2023,2,25,南投,2214500
2023-02-26,2023,2,26,南投,2115644
2023-02-27,2023,2,27,南投,2196540
2023-02-28,2023,2,28,南投,1513274
2023-03-01,2023,3,1,南投,505456
2023-03-02,2023,3,2,南投,610356
2023-03-03,2023,3,3,南投,573142
2023-03-04,2023,3,4,南投,1066502
2023-03-05,2023,3,5,南投,1235895
2023-03-06,2023,3,6,南投,562542
2023-03-07,2023,3,7,南投,536357
2023-03-08,2023,3,8,南投,520947
2023-03-09,2023,3,9,南投,569824
2023-03-10,2023,3,10,南投,803537
2023-03-11,2023,3,11,南投,1169234
2023-03-12,2023,3,12,南投,1354553
2023-03-13,2023,3,13,南投,589758
2023-03-14,2023,3,14,南投,562501
2023-03-15,2023,3,15,南投,589045
2023-03-16,2023,3,16,南投,527388
2023-03-17,2023,3,17,南投,778508
2023-03-18,2023,3,18,南投,1374135
2023-03-19,2023,3,19,南投,140259
2023-03-20,2023,3,20,南投,586985
2023-03-21,2023,3,21,南投,539424
2023-03-22,2023,3,22,南投,504760
2023-03-23,2023,3,23,南投,654267
2023-03-24,2023,3,24,南投,585044
2023-03-25,2023,3,25,南投,910135
2023-03-26,2023,3,26,南投,1260657
2023-03-27,2023,3,27,南投,544095
2023-03-28,2023,3,28,南投,517149
2023-03-29,2023,3,29,南投,528560
2023-03-30,2023,3,30,南投,551994
2023-03-31,2023,3,31,南投,922318
2023-04-01,2023,4,1,南投,2319569
2023-04-02,2023,4,2,南投,149863
2023-04-03,2023,4,3,南投,2059472
2023-04-04,2023,4,4,南投,1726797
2023-04-05,2023,4,5,南投,1354302
2023-04-06,2023,4,6,南投,667078
2023-04-07,2023,4,7,南投,573161
2023-04-08,2023,4,8,南投,962429
2023-04-09,2023,4,9,南投,1074042
2023-04-10,2023,4,10,南投,486286
2023-04-11,2023,4,11,南投,544091
2023-04-12,2023,4,12,南投,448270
2023-04-13,2023,4,13,南投,518081
2023-04-14,2023,4,14,南投,616190
2023-04-15,2023,4,15,南投,996151
2023-04-16,2023,4,16,南投,1279506
2023-04-17,2023,4,17,南投,494788
2023-04-18,2023,4,18,南投,551703
2023-04-19,2023,4,19,南投,437116
2023-04-20,2023,4,20,南投,471272
2023-04-21,2023,4,21,南投,646047
2023-04-22,2023,4,22,南投,1138656
2023-04-23,2023,4,23,南投,1299311
2023-04-24,2023,4,24,南投,626520
2023-04-25,2023,4,25,南投,487905
2023-04-26,2023,4,26,南投,451536
2023-04-27,2023,4,27,南投,522826
2023-04-28,2023,4,28,南投,778404
2023-04-29,2023,4,29,南投,1398175
2023-04-30,2023,4,30,南投,1961025
2023-05-01,2023,5,1,南投,1002151
2023-05-02,2023,5,2,南投,493452
2023-05-03,2023,5,3,南投,466988
2023-05-04,2023,5,4,南投,455961
2023-05-05,2023,5,5,南投,615220
2023-05-06,2023,5,6,南投,1076241
2023-05-07,2023,5,7,南投,1062250
2023-05-08,2023,5,8,南投,515488
2023-05-09,2023,5,9,南投,532209
2023-05-10,2023,5,10,南投,483247
2023-05-11,2023,5,11,南投,481081
2023-05-12,2023,5,12,南投,656455
2023-05-13,2023,5,13,南投,1090615
2023-05-14,2023,5,14,南投,1220377
2023-05-15,2023,5,15,南投,559318
2023-05-16,2023,5,16,南投,481210
2023-05-17,2023,5,17,南投,455182
2023-05-18,2023,5,18,南投,480245
2023-05-19,2023,5,19,南投,752767
2023-05-20,2023,5,20,南投,1028227
2023-05-21,2023,5,21,南投,1204706
2023-05-22,2023,5,22,南投,580365
2023-05-23,2023,5,23,南投,455575
2023-05-24,2023,5,24,南投,466809
2023-05-25,2023,5,25,南投,586721
2023-05-26,2023,5,26,南投,645650
2023-05-27,2023,5,27,南投,1064875
2023-05-28,2023,5,28,南投,1200039
2023-05-29,2023,5,29,南投,491644
2023-05-30,2023,5,30,南投,455706
2023-05-31,2023,5,31,南投,633604
2023-06-01,2023,6,1,南投,255789
2023-06-02,2023,6,2,南投,411916
2023-06-03,2023,6,3,南投,646568
2023-06-04,2023,6,4,南投,674704
2023-06-05,2023,6,5,南投,343591
2023-06-06,2023,6,6,南投,284047
2023-06-07,2023,6,7,南投,272660
2023-06-08,2023,6,8,南投,257078
2023-06-09,2023,6,9,南投,429225
2023-06-10,2023,6,10,南投,695993
2023-06-11,2023,6,11,南投,757224
2023-06-12,2023,6,12,南投,368180
2023-06-13,2023,6,13,南投,292903
2023-06-14,2023,6,14,南投,285439
2023-06-15,2023,6,15,南投,284328
2023-06-16,2023,6,16,南投,420806
2023-06-17,2023,6,17,南投,568637
2023-06-18,2023,6,18,南投,693719
