date,year,month,day,rest stop,revenue
2023-08-13,2023,8,13,西螺,2336056
2023-08-14,2023,8,14,西螺,1530286
2023-08-15,2023,8,15,西螺,1204841
2023-08-16,2023,8,16,西螺,1047069
2023-08-17,2023,8,17,西螺,1480667
2023-08-18,2023,8,18,西螺,1545939
2023-08-19,2023,8,19,西螺,1993158
2023-08-20,2023,8,20,西螺,2188018
2023-08-21,2023,8,21,西螺,1443976
2023-08-22,2023,8,22,西螺,1180676
2023-08-23,2023,8,23,西螺,1273891
2023-08-24,2023,8,24,西螺,1202857
2023-08-25,2023,8,25,西螺,1822767
2023-08-26,2023,8,26,西螺,2045900
2023-08-27,2023,8,27,西螺,2061081
2023-08-28,2023,8,28,西螺,1352965
2023-08-29,2023,8,29,西螺,1015024
2023-08-30,2023,8,30,西螺,827920
2023-08-31,2023,8,31,西螺,886838
2023-09-01,2023,9,1,西螺,1194305
2023-09-02,2023,9,2,西螺,1877671
2023-09-03,2023,9,3,西螺,1696899
2023-09-04,2023,9,4,西螺,743422
2023-09-05,2023,9,5,西螺,787913
2023-09-06,2023,9,6,西螺,876178
2023-09-07,2023,9,7,西螺,914710
2023-09-08,2023,9,8,西螺,1152496
2023-09-09,2023,9,9,西螺,1844242
2023-09-10,2023,9,10,西螺,2007123
2023-09-11,2023,9,11,西螺,1008770
2023-09-12,2023,9,12,西螺,821756
2023-09-13,2023,9,13,西螺,788666
2023-09-14,2023,9,14,西螺,1001088
2023-09-15,2023,9,15,西螺,1201288
2023-09-16,2023,9,16,西螺,1816706
2023-09-17,2023,9,17,西螺,2027372
2023-09-18,2023,9,18,西螺,1075352
2023-09-19,2023,9,19,西螺,903364
2023-09-20,2023,9,20,西螺,848635
2023-09-21,2023,9,21,西螺,961799
2023-09-22,2023,9,22,西螺,1358342
2023-09-23,2023,9,23,西螺,1374832
2023-09-24,2023,9,24,西螺,1786810
2023-09-25,2023,9,25,西螺,1096845
2023-09-26,2023,9,26,西螺,968384
2023-09-27,2023,9,27,西螺,1039077
2023-09-28,2023,9,28,西螺,1484429
2023-09-29,2023,9,29,西螺,2492277
2023-09-30,2023,9,30,西螺,1872296
2023-10-01,2023,10,1,西螺,2339420
2023-10-02,2023,10,2,西螺,1099625
2023-10-03,2023,10,3,西螺,826557
2023-10-04,2023,10,4,西螺,824965
2023-10-05,2023,10,5,西螺,536885
2023-10-06,2023,10,6,西螺,1222424
2023-10-07,2023,10,7,西螺,2502837
2023-10-08,2023,10,8,西螺,2499131
2023-10-09,2023,10,9,西螺,2512676
2023-10-10,2023,10,10,西螺,2076564
2023-10-11,2023,10,11,西螺,1020758
2023-10-12,2023,10,12,西螺,887883
2023-10-13,2023,10,13,西螺,1137517
2023-10-14,2023,10,14,西螺,1685142
2023-10-15,2023,10,15,西螺,1823043
2023-10-16,2023,10,16,西螺,1019945
2023-10-17,2023,10,17,西螺,850122
2023-10-18,2023,10,18,西螺,864626
2023-10-19,2023,10,19,西螺,901944
2023-10-20,2023,10,20,西螺,1217556
2023-10-21,2023,10,21,西螺,1740855
2023-10-22,2023,10,22,西螺,1877019
2023-10-23,2023,10,23,西螺,1024614
2023-10-24,2023,10,24,西螺,915199
2023-10-25,2023,10,25,西螺,827184
2023-10-26,2023,10,26,西螺,877033
2023-10-27,2023,10,27,西螺,1401356
2023-10-28,2023,10,28,西螺,1736077
2023-10-29,2023,10,29,西螺,1779641
2023-10-30,2023,10,30,西螺,958120
2023-10-31,2023,10,31,西螺,862808
2023-11-01,2023,11,1,西螺,732402
2023-11-02,2023,11,2,西螺,826874
2023-11-03,2023,11,3,西螺,1182649
2023-11-04,2023,11,4,西螺,1774068
2023-11-05,2023,11,5,西螺,1961016
2023-11-06,2023,11,6,西螺,1002448
2023-11-07,2023,11,7,西螺,866917
2023-11-08,2023,11,8,西螺,806143
2023-11-09,2023,11,9,西螺,901543
2023-11-10,2023,11,10,西螺,1305124
2023-11-11,2023,11,11,西螺,1901767
2023-11-12,2023,11,12,西螺,2067924
2023-11-13,2023,11,13,西螺,1097124
2023-11-14,2023,11,14,西螺,856830
2023-11-15,2023,11,15,西螺,853991
2023-11-16,2023,11,16,西螺,935999
2023-11-17,2023,11,17,西螺,1391264
2023-11-18,2023,11,18,西螺,1971401
2023-11-19,2023,11,19,西螺,2104528
2023-11-20,2023,11,20,西螺,1153896
2023-11-21,2023,11,21,西螺,948782
2023-11-22,2023,11,22,西螺,898051
2023-11-23,2023,11,23,西螺,966832
2023-11-24,2023,11,24,西螺,1456459
2023-11-25,2023,11,25,西螺,1887090
2023-11-26,2023,11,26,西螺,2135504
2023-11-27,2023,11,27,西螺,1137344
2023-11-28,2023,11,28,西螺,865855
2023-11-29,2023,11,29,西螺,935801
2023-11-30,2023,11,30,西螺,979781
2023-12-01,2023,12,1,西螺,1371765
2023-12-02,2023,12,2,西螺,1978161
2023-12-03,2023,12,3,西螺,2205632
2023-12-04,2023,12,4,西螺,1100062
2023-12-05,2023,12,5,西螺,810878
2023-12-06,2023,12,6,西螺,892731
2023-12-07,2023,12,7,西螺,948578
2023-12-08,2023,12,8,西螺,1305819
2023-12-09,2023,12,9,西螺,1834129
2023-12-10,2023,12,10,西螺,2132843
2023-12-11,2023,12,11,西螺,1117319
2023-12-12,2023,12,12,西螺,945736
2023-12-13,2023,12,13,西螺,853940
2023-12-14,2023,12,14,西螺,924535
2023-12-15,2023,12,15,西螺,1268758
2023-12-16,2023,12,16,西螺,1947866
2023-12-17,2023,12,17,西螺,2078278
2023-12-18,2023,12,18,西螺,1118535
2023-12-19,2023,12,19,西螺,961394
2023-12-20,2023,12,20,西螺,973362
2023-12-21,2023,12,21,西螺,976722
2023-12-22,2023,12,22,西螺,1347290
2023-12-23,2023,12,23,西螺,1940674
2023-12-24,2023,12,24,西螺,2005362
2023-12-25,2023,12,25,西螺,1537860
2023-12-26,2023,12,26,西螺,964786
2023-12-27,2023,12,27,西螺,944871
2023-12-28,2023,12,28,西螺,1125868
2023-12-29,2023,12,29,西螺,1504952
2023-12-30,2023,12,30,西螺,2505102
2023-12-31,2023,12,31,西螺,2247561
2023-01-01,2023,1,1,新營,1210852
2023-01-02,2023,1,2,新營,1093783
2023-01-03,2023,1,3,新營,537996
2023-01-04,2023,1,4,新營,471795
2023-01-05,2023,1,5,新營,488456
2023-01-06,2023,1,6,新營,644688
2023-01-07,2023,1,7,新營,692647
2023-01-08,2023,1,8,新營,777114
2023-01-09,2023,1,9,新營,542928
2023-01-10,2023,1,10,新營,558696
2023-01-11,2023,1,11,新營,569154
2023-01-12,2023,1,12,新營,620196
2023-01-13,2023,1,13,新營,762934
2023-01-14,2023,1,14,新營,928282
2023-01-15,2023,1,15,新營,889265
2023-01-16,2023,1,16,新營,633814
2023-01-17,2023,1,17,新營,655119
2023-01-18,2023,1,18,新營,738516
2023-01-19,2023,1,19,新營,878822
2023-01-20,2023,1,20,新營,1295478
2023-01-21,2023,1,21,新營,1075328
2023-01-22,2023,1,22,新營,2007442
2023-01-23,2023,1,23,新營,2098825
2023-01-24,2023,1,24,新營,3058752
2023-01-25,2023,1,25,新營,2646092
2023-01-26,2023,1,26,新營,2020985
2023-01-27,2023,1,27,新營,1549254
2023-01-28,2023,1,28,新營,1182166
2023-01-29,2023,1,29,新營,1003325
2023-01-30,2023,1,30,新營,748462
2023-01-31,2023,1,31,新營,609924
2023-02-01,2023,2,1,新營,604988
2023-02-02,2023,2,2,新營,614350
2023-02-03,2023,2,3,新營,653836
2023-02-04,2023,2,4,新營,856249
2023-02-05,2023,2,5,新營,1033087
2023-02-06,2023,2,6,新營,687922
2023-02-07,2023,2,7,新營,716907
2023-02-08,2023,2,8,新營,748070
2023-02-09,2023,2,9,新營,662298
2023-02-10,2023,2,10,新營,876770
2023-02-11,2023,2,11,新營,1074131
2023-02-12,2023,2,12,新營,1129253
2023-02-13,2023,2,13,新營,525327
2023-02-14,2023,2,14,新營,544035
2023-02-15,2023,2,15,新營,553442
2023-02-16,2023,2,16,新營,567609
2023-02-17,2023,2,17,新營,644374
2023-02-18,2023,2,18,新營,777086
2023-02-19,2023,2,19,新營,953057
2023-02-20,2023,2,20,新營,549418
2023-02-21,2023,2,21,新營,689335
2023-02-22,2023,2,22,新營,599338
2023-02-23,2023,2,23,新營,535147
2023-02-24,2023,2,24,新營,812923
2023-02-25,2023,2,25,新營,1324922
2023-02-26,2023,2,26,新營,1502377
2023-02-27,2023,2,27,新營,1557314
2023-02-28,2023,2,28,新營,1129547
2023-03-01,2023,3,1,新營,716994
2023-03-02,2023,3,2,新營,476414
2023-03-03,2023,3,3,新營,627146
2023-03-04,2023,3,4,新營,829141
2023-03-05,2023,3,5,新營,889416
2023-03-06,2023,3,6,新營,510563
2023-03-07,2023,3,7,新營,481286
2023-03-08,2023,3,8,新營,493504
2023-03-09,2023,3,9,新營,536070
2023-03-10,2023,3,10,新營,714112
2023-03-11,2023,3,11,新營,909742
2023-03-12,2023,3,12,新營,945836
2023-03-13,2023,3,13,新營,553534
2023-03-14,2023,3,14,新營,510154
2023-03-15,2023,3,15,新營,516560
2023-03-16,2023,3,16,新營,535536
2023-03-17,2023,3,17,新營,730038
2023-03-18,2023,3,18,新營,946973
2023-03-19,2023,3,19,新營,1091119
2023-03-20,2023,3,20,新營,528025
2023-03-21,2023,3,21,新營,437319
2023-03-22,2023,3,22,新營,528984
2023-03-23,2023,3,23,新營,462578
2023-03-24,2023,3,24,新營,575367
2023-03-25,2023,3,25,新營,696380
2023-03-26,2023,3,26,新營,853856
2023-03-27,2023,3,27,新營,624169
2023-03-28,2023,3,28,新營,511356
2023-03-29,2023,3,29,新營,525789
2023-03-30,2023,3,30,新營,537209
2023-03-31,2023,3,31,新營,801774
2023-04-01,2023,4,1,新營,1386139
2023-04-02,2023,4,2,新營,1308365
2023-04-03,2023,4,3,新營,1312151
2023-04-04,2023,4,4,新營,1151349
2023-04-05,2023,4,5,新營,989475
2023-04-06,2023,4,6,新營,555710
2023-04-07,2023,4,7,新營,618218
2023-04-08,2023,4,8,新營,825714
2023-04-09,2023,4,9,新營,859404
2023-04-10,2023,4,10,新營,527754
2023-04-11,2023,4,11,新營,537372
2023-04-12,2023,4,12,新營,496402
2023-04-13,2023,4,13,新營,492863
2023-04-14,2023,4,14,新營,647789
2023-04-15,2023,4,15,新營,787896
2023-04-16,2023,4,16,新營,914692
2023-04-17,2023,4,17,新營,502992
2023-04-18,2023,4,18,新營,491433
2023-04-19,2023,4,19,新營,523087
2023-04-20,2023,4,20,新營,514247
2023-04-21,2023,4,21,新營,650738
2023-04-22,2023,4,22,新營,836234
2023-04-23,2023,4,23,新營,887855
2023-04-24,2023,4,24,新營,668900
2023-04-25,2023,4,25,新營,520487
2023-04-26,2023,4,26,新營,534193
2023-04-27,2023,4,27,新營,517581
2023-04-28,2023,4,28,新營,750987
2023-04-29,2023,4,29,新營,959417
2023-04-30,2023,4,30,新營,1011596
2023-05-01,2023,5,1,新營,781440
2023-05-02,2023,5,2,新營,503238
2023-05-03,2023,5,3,新營,560304
2023-05-04,2023,5,4,新營,488522
2023-05-05,2023,5,5,新營,630465
2023-05-06,2023,5,6,新營,771419
2023-05-07,2023,5,7,新營,890312
2023-05-08,2023,5,8,新營,493273
2023-05-09,2023,5,9,新營,490140
2023-05-10,2023,5,10,新營,491462
2023-05-11,2023,5,11,新營,517326
2023-05-12,2023,5,12,新營,745372
2023-05-13,2023,5,13,新營,884186
2023-05-14,2023,5,14,新營,885371
2023-05-15,2023,5,15,新營,520574
2023-05-16,2023,5,16,新營,461924
2023-05-17,2023,5,17,新營,456662
2023-05-18,2023,5,18,新營,530983
2023-05-19,2023,5,19,新營,677659
2023-05-20,2023,5,20,新營,859146
2023-05-21,2023,5,21,新營,878421
2023-05-22,2023,5,22,新營,541565
2023-05-23,2023,5,23,新營,480175
2023-05-24,2023,5,24,新營,484959
2023-05-25,2023,5,25,新營,481139
2023-05-26,2023,5,26,新營,674762
2023-05-27,2023,5,27,新營,849533
2023-05-28,2023,5,28,新營,894347
2023-05-29,2023,5,29,新營,605795
2023-05-30,2023,5,30,新營,473218
2023-05-31,2023,5,31,新營,477065
2023-06-01,2023,6,1,新營,472836
2023-06-02,2023,6,2,新營,621056
2023-06-03,2023,6,3,新營,811462
2023-06-04,2023,6,4,新營,804952
2023-06-05,2023,6,5,新營,529685
2023-06-06,2023,6,6,新營,479754
2023-06-07,2023,6,7,新營,496115
2023-06-08,2023,6,8,新營,507797
2023-06-09,2023,6,9,新營,699300
2023-06-10,2023,6,10,新營,832534
2023-06-11,2023,6,11,新營,896359
2023-06-12,2023,6,12,新營,554396
2023-06-13,2023,6,13,新營,508328
2023-06-14,2023,6,14,新營,513774
2023-06-15,2023,6,15,新營,521640
2023-06-16,2023,6,16,新營,622962
2023-06-17,2023,6,17,新營,721007
2023-06-18,2023,6,18,新營,808111
2023-06-19,2023,6,19,新營,532528
2023-06-20,2023,6,20,新營,543695
2023-06-21,2023,6,21,新營,800281
2023-06-22,2023,6,22,新營,1330093
2023-06-23,2023,6,23,新營,1087608
2023-06-24,2023,6,24,新營,1157621
2023-06-25,2023,6,25,新營,1027071
2023-06-26,2023,6,26,新營,681054
2023-06-27,2023,6,27,新營,625956
2023-06-28,2023,6,28,新營,598254
2023-06-29,2023,6,29,新營,537002
2023-06-30,2023,6,30,新營,714649
2023-07-01,2023,7,1,新營,895412
2023-07-02,2023,7,2,新營,874261
2023-07-03,2023,7,3,新營,597065
2023-07-04,2023,7,4,新營,608219
2023-07-05,2023,7,5,新營,572315
2023-07-06,2023,7,6,新營,602156
2023-07-07,2023,7,7,新營,744617
2023-07-08,2023,7,8,新營,883629
2023-07-09,2023,7,9,新營,913320
2023-07-10,2023,7,10,新營,638587
2023-07-11,2023,7,11,新營,591985
2023-07-12,2023,7,12,新營,601044
2023-07-13,2023,7,13,新營,568247
2023-07-14,2023,7,14,新營,808406
2023-07-15,2023,7,15,新營,941157
2023-07-16,2023,7,16,新營,937664
2023-07-17,2023,7,17,新營,568214
2023-07-18,2023,7,18,新營,578412
2023-07-19,2023,7,19,新營,624421
2023-07-20,2023,7,20,新營,648942
2023-07-21,2023,7,21,新營,761626
2023-07-22,2023,7,22,新營,1015486
2023-07-23,2023,7,23,新營,1097161
2023-07-24,2023,7,24,新營,672333
2023-07-25,2023,7,25,新營,750866
2023-07-26,2023,7,26,新營,603527
2023-07-27,2023,7,27,新營,343263
2023-07-28,2023,7,28,新營,527670
2023-07-29,2023,7,29,新營,1081711
2023-07-30,2023,7,30,新營,1188620
2023-07-31,2023,7,31,新營,817375
2023-08-01,2023,8,1,新營,643238
2023-08-02,2023,8,2,新營,729969
2023-08-03,2023,8,3,新營,664791
2023-08-04,2023,8,4,新營,895329
2023-08-05,2023,8,5,新營,1135177
2023-08-06,2023,8,6,新營,1246121
2023-08-07,2023,8,7,新營,740917
2023-08-08,2023,8,8,新營,738978
2023-08-09,2023,8,9,新營,853588
2023-08-10,2023,8,10,新營,833078
2023-08-11,2023,8,11,新營,1022966
2023-08-12,2023,8,12,新營,1257791
2023-08-13,2023,8,13,新營,1302759
2023-08-14,2023,8,14,新營,813773
2023-08-15,2023,8,15,新營,797725
2023-08-16,2023,8,16,新營,693318
2023-08-17,2023,8,17,新營,731385
2023-08-18,2023,8,18,新營,889447
2023-08-19,2023,8,19,新營,1167087
2023-08-20,2023,8,20,新營,1248724
2023-08-21,2023,8,21,新營,782800
2023-08-22,2023,8,22,新營,804967
2023-08-23,2023,8,23,新營,707910
2023-08-24,2023,8,24,新營,709801
2023-08-25,2023,8,25,新營,990950
2023-08-26,2023,8,26,新營,1159230
2023-08-27,2023,8,27,新營,1262478
2023-08-28,2023,8,28,新營,900730
2023-08-29,2023,8,29,新營,714340
2023-08-30,2023,8,30,新營,466052
2023-08-31,2023,8,31,新營,506955
2023-09-01,2023,9,1,新營,800015
2023-09-02,2023,9,2,新營,1093340
2023-09-03,2023,9,3,新營,900667
2023-09-04,2023,9,4,新營,416649
2023-09-05,2023,9,5,新營,601327
2023-09-06,2023,9,6,新營,633624
2023-09-07,2023,9,7,新營,680318
2023-09-08,2023,9,8,新營,826032
2023-09-09,2023,9,9,新營,1196591
2023-09-10,2023,9,10,新營,1068819
2023-09-11,2023,9,11,新營,665117
2023-09-12,2023,9,12,新營,566383
2023-09-13,2023,9,13,新營,560213
2023-09-14,2023,9,14,新營,630480
2023-09-15,2023,9,15,新營,873558
2023-09-16,2023,9,16,新營,1048235
2023-09-17,2023,9,17,新營,1271110
2023-09-18,2023,9,18,新營,666022
2023-09-19,2023,9,19,新營,642543
2023-09-20,2023,9,20,新營,617455
2023-09-21,2023,9,21,新營,670410
2023-09-22,2023,9,22,新營,741379
2023-09-23,2023,9,23,新營,910301
2023-09-24,2023,9,24,新營,1059063
2023-09-25,2023,9,25,新營,759501
2023-09-26,2023,9,26,新營,714234
2023-09-27,2023,9,27,新營,708578
2023-09-28,2023,9,28,新營,1008058
2023-09-29,2023,9,29,新營,1351710
2023-09-30,2023,9,30,新營,1105076
2023-10-01,2023,10,1,新營,1436796
2023-10-02,2023,10,2,新營,668446
2023-10-03,2023,10,3,新營,649616
2023-10-04,2023,10,4,新營,557159
2023-10-05,2023,10,5,新營,303777
2023-10-06,2023,10,6,新營,872170
2023-10-07,2023,10,7,新營,1420028
2023-10-08,2023,10,8,新營,1555958
2023-10-09,2023,10,9,新營,1368908
2023-10-10,2023,10,10,新營,1155285
2023-10-11,2023,10,11,新營,703514
2023-10-12,2023,10,12,新營,609106
2023-10-13,2023,10,13,新營,790332
2023-10-14,2023,10,14,新營,995462
2023-10-15,2023,10,15,新營,1131055
2023-10-16,2023,10,16,新營,688503
2023-10-17,2023,10,17,新營,609349
2023-10-18,2023,10,18,新營,650106
2023-10-19,2023,10,19,新營,638417
2023-10-20,2023,10,20,新營,860700
2023-10-21,2023,10,21,新營,1107348
2023-10-22,2023,10,22,新營,1174649
2023-10-23,2023,10,23,新營,662101
2023-10-24,2023,10,24,新營,670348
2023-10-25,2023,10,25,新營,636860
2023-10-26,2023,10,26,新營,669543
2023-10-27,2023,10,27,新營,905681
2023-10-28,2023,10,28,新營,1097759
2023-10-29,2023,10,29,新營,1126855
2023-10-30,2023,10,30,新營,794427
2023-10-31,2023,10,31,新營,670336
2023-11-01,2023,11,1,新營,617731
2023-11-02,2023,11,2,新營,588303
2023-11-03,2023,11,3,新營,805411
2023-11-04,2023,11,4,新營,1097237
2023-11-05,2023,11,5,新營,1183927
2023-11-06,2023,11,6,新營,635788
2023-11-07,2023,11,7,新營,629082
2023-11-08,2023,11,8,新營,590703
2023-11-09,2023,11,9,新營,634370
2023-11-10,2023,11,10,新營,961067
2023-11-11,2023,11,11,新營,1232253
2023-11-12,2023,11,12,新營,1459782
2023-11-13,2023,11,13,新營,751202
2023-11-14,2023,11,14,新營,651576
2023-11-15,2023,11,15,新營,635522
2023-11-16,2023,11,16,新營,685184
2023-11-17,2023,11,17,新營,893322
2023-11-18,2023,11,18,新營,1164958
2023-11-19,2023,11,19,新營,1245859
2023-11-20,2023,11,20,新營,722841
2023-11-21,2023,11,21,新營,610761
2023-11-22,2023,11,22,新營,652125
2023-11-23,2023,11,23,新營,726182
2023-11-24,2023,11,24,新營,910010
2023-11-25,2023,11,25,新營,1152269
2023-11-26,2023,11,26,新營,1268860
2023-11-27,2023,11,27,新營,780690
2023-11-28,2023,11,28,新營,639979
2023-11-29,2023,11,29,新營,645279
2023-11-30,2023,11,30,新營,804716
2023-12-01,2023,12,1,新營,930599
2023-12-02,2023,12,2,新營,1195912
2023-12-03,2023,12,3,新營,1285950
2023-12-04,2023,12,4,新營,674513
2023-12-05,2023,12,5,新營,642572
2023-12-06,2023,12,6,新營,639877
2023-12-07,2023,12,7,新營,663613
2023-12-08,2023,12,8,新營,936182
2023-12-09,2023,12,9,新營,1187998
2023-12-10,2023,12,10,新營,1299271
2023-12-11,2023,12,11,新營,742049
2023-12-12,2023,12,12,新營,654206
2023-12-13,2023,12,13,新營,794450
2023-12-14,2023,12,14,新營,672471
2023-12-15,2023,12,15,新營,955320
2023-12-16,2023,12,16,新營,1175373
2023-12-17,2023,12,17,新營,1332019
2023-12-18,2023,12,18,新營,726402
2023-12-19,2023,12,19,新營,673594
2023-12-20,2023,12,20,新營,718831
2023-12-21,2023,12,21,新營,671390
2023-12-22,2023,12,22,新營,886151
2023-12-23,2023,12,23,新營,1174336
2023-12-24,2023,12,24,新營,1279934
2023-12-25,2023,12,25,新營,797172
2023-12-26,2023,12,26,新營,641791
2023-12-27,2023,12,27,新營,720160
2023-12-28,2023,12,28,新營,777493
2023-12-29,2023,12,29,新營,1081271
2023-12-30,2023,12,30,新營,1572455
2023-12-31,2023,12,31,新營,1339668
2023-01-01,2023,1,1,仁德,896879
2023-01-02,2023,1,2,仁德,864998
2023-01-03,2023,1,3,仁德,558509
2023-01-04,2023,1,4,仁德,532914
2023-01-05,2023,1,5,仁德,445483
2023-01-06,2023,1,6,仁德,515591
2023-01-07,2023,1,7,仁德,604983
2023-01-08,2023,1,8,仁德,677163
2023-01-09,2023,1,9,仁德,508558
2023-01-10,2023,1,10,仁德,479718
2023-01-11,2023,1,11,仁德,522273
2023-01-12,2023,1,12,仁德,529143
2023-01-13,2023,1,13,仁德,576137
2023-01-14,2023,1,14,仁德,824846
2023-01-15,2023,1,15,仁德,773910
2023-01-16,2023,1,16,仁德,637718
2023-01-17,2023,1,17,仁德,632161
2023-01-18,2023,1,18,仁德,936912
2023-01-19,2023,1,19,仁德,698691
2023-01-20,2023,1,20,仁德,807332
2023-01-21,2023,1,21,仁德,770715
2023-01-22,2023,1,22,仁德,1404363
2023-01-23,2023,1,23,仁德,1591508
2023-01-24,2023,1,24,仁德,1662391
2023-01-25,2023,1,25,仁德,1599428
2023-01-26,2023,1,26,仁德,1383693
2023-01-27,2023,1,27,仁德,1140719
2023-01-28,2023,1,28,仁德,927654
2023-01-29,2023,1,29,仁德,928770
2023-01-30,2023,1,30,仁德,552226
2023-01-31,2023,1,31,仁德,546951
2023-02-01,2023,2,1,仁德,423368
2023-02-02,2023,2,2,仁德,577990
2023-02-03,2023,2,3,仁德,510005
2023-02-04,2023,2,4,仁德,633224
2023-02-05,2023,2,5,仁德,780623
2023-02-06,2023,2,6,仁德,585411
2023-02-07,2023,2,7,仁德,530199
2023-02-08,2023,2,8,仁德,505345
2023-02-09,2023,2,9,仁德,533418
2023-02-10,2023,2,10,仁德,572506
2023-02-11,2023,2,11,仁德,862292
2023-02-12,2023,2,12,仁德,845303
2023-02-13,2023,2,13,仁德,568487
2023-02-14,2023,2,14,仁德,497906
2023-02-15,2023,2,15,仁德,459315
2023-02-16,2023,2,16,仁德,490962
2023-02-17,2023,2,17,仁德,451335
2023-02-18,2023,2,18,仁德,628094
2023-02-19,2023,2,19,仁德,745792
2023-02-20,2023,2,20,仁德,675990
2023-02-21,2023,2,21,仁德,514323
2023-02-22,2023,2,22,仁德,454660
2023-02-23,2023,2,23,仁德,695881
2023-02-24,2023,2,24,仁德,548423
2023-02-25,2023,2,25,仁德,1003249
2023-02-26,2023,2,26,仁德,1120053
2023-02-27,2023,2,27,仁德,1035647
2023-02-28,2023,2,28,仁德,997767
2023-03-01,2023,3,1,仁德,334181
2023-03-02,2023,3,2,仁德,431361
2023-03-03,2023,3,3,仁德,447437
2023-03-04,2023,3,4,仁德,629791
2023-03-05,2023,3,5,仁德,663859
2023-03-06,2023,3,6,仁德,493853
2023-03-07,2023,3,7,仁德,447717
2023-03-08,2023,3,8,仁德,456791
2023-03-09,2023,3,9,仁德,441755
2023-03-10,2023,3,10,仁德,599126
2023-03-11,2023,3,11,仁德,719821
2023-03-12,2023,3,12,仁德,763730
2023-03-13,2023,3,13,仁德,536340
2023-03-14,2023,3,14,仁德,443104
2023-03-15,2023,3,15,仁德,479235
2023-03-16,2023,3,16,仁德,431769
2023-03-17,2023,3,17,仁德,484055
2023-03-18,2023,3,18,仁德,767461
2023-03-19,2023,3,19,仁德,841527
2023-03-20,2023,3,20,仁德,624156
2023-03-21,2023,3,21,仁德,578453
2023-03-22,2023,3,22,仁德,448791
2023-03-23,2023,3,23,仁德,455806
2023-03-24,2023,3,24,仁德,711369
2023-03-25,2023,3,25,仁德,636899
2023-03-26,2023,3,26,仁德,783571
2023-03-27,2023,3,27,仁德,545694
2023-03-28,2023,3,28,仁德,468970
2023-03-29,2023,3,29,仁德,472159
2023-03-30,2023,3,30,仁德,563876
2023-03-31,2023,3,31,仁德,599225
2023-04-01,2023,4,1,仁德,1058384
2023-04-02,2023,4,2,仁德,1180811
2023-04-03,2023,4,3,仁德,1111371
2023-04-04,2023,4,4,仁德,890826
2023-04-05,2023,4,5,仁德,744812
2023-04-06,2023,4,6,仁德,537096
2023-04-07,2023,4,7,仁德,536280
2023-04-08,2023,4,8,仁德,670950
2023-04-09,2023,4,9,仁德,735041
2023-04-10,2023,4,10,仁德,538470
2023-04-11,2023,4,11,仁德,503075
2023-04-12,2023,4,12,仁德,499595
2023-04-13,2023,4,13,仁德,474625
2023-04-14,2023,4,14,仁德,523653
2023-04-15,2023,4,15,仁德,769157
2023-04-16,2023,4,16,仁德,794513
2023-04-17,2023,4,17,仁德,532830
2023-04-18,2023,4,18,仁德,478419
2023-04-19,2023,4,19,仁德,548184
2023-04-20,2023,4,20,仁德,676383
2023-04-21,2023,4,21,仁德,533512
2023-04-22,2023,4,22,仁德,798867
2023-04-23,2023,4,23,仁德,835942
2023-04-24,2023,4,24,仁德,602658
2023-04-25,2023,4,25,仁德,505469
2023-04-26,2023,4,26,仁德,480198
2023-04-27,2023,4,27,仁德,494389
2023-04-28,2023,4,28,仁德,532414
2023-04-29,2023,4,29,仁德,891056
2023-04-30,2023,4,30,仁德,1140347
2023-05-01,2023,5,1,仁德,494383
2023-05-02,2023,5,2,仁德,517129
2023-05-03,2023,5,3,仁德,421715
2023-05-04,2023,5,4,仁德,439487
2023-05-05,2023,5,5,仁德,518856
2023-05-06,2023,5,6,仁德,745120
2023-05-07,2023,5,7,仁德,777352
2023-05-08,2023,5,8,仁德,571250
2023-05-09,2023,5,9,仁德,476643
2023-05-10,2023,5,10,仁德,490342
2023-05-11,2023,5,11,仁德,479721
2023-05-12,2023,5,12,仁德,535452
2023-05-13,2023,5,13,仁德,849596
2023-05-14,2023,5,14,仁德,799340
2023-05-15,2023,5,15,仁德,598296
2023-05-16,2023,5,16,仁德,482390
2023-05-17,2023,5,17,仁德,433150
2023-05-18,2023,5,18,仁德,467064
2023-05-19,2023,5,19,仁德,480620
2023-05-20,2023,5,20,仁德,764996
2023-05-21,2023,5,21,仁德,754969
2023-05-22,2023,5,22,仁德,602529
2023-05-23,2023,5,23,仁德,606204
2023-05-24,2023,5,24,仁德,499275
2023-05-25,2023,5,25,仁德,466599
2023-05-26,2023,5,26,仁德,523863
2023-05-27,2023,5,27,仁德,821854
2023-05-28,2023,5,28,仁德,780859
2023-05-29,2023,5,29,仁德,539772
2023-05-30,2023,5,30,仁德,470755
2023-05-31,2023,5,31,仁德,455331
2023-06-01,2023,6,1,仁德,396352
2023-06-02,2023,6,2,仁德,529049
2023-06-03,2023,6,3,仁德,762530
2023-06-04,2023,6,4,仁德,777609
2023-06-05,2023,6,5,仁德,535322
2023-06-06,2023,6,6,仁德,484543
2023-06-07,2023,6,7,仁德,475596
2023-06-08,2023,6,8,仁德,475343
2023-06-09,2023,6,9,仁德,500880
2023-06-10,2023,6,10,仁德,839178
2023-06-11,2023,6,11,仁德,837252
2023-06-12,2023,6,12,仁德,525816
2023-06-13,2023,6,13,仁德,483244
2023-06-14,2023,6,14,仁德,480779
2023-06-15,2023,6,15,仁德,462583
2023-06-16,2023,6,16,仁德,610566
2023-06-17,2023,6,17,仁德,633227
